,BBL,InspectionDate,Latitude,Longitude,Postcode,CurrentStatus,CurrentStatusDate
20522,1021610045,2000-10-25,40.856567,-73.927701,10040,VIOLATION CLOSED,02/16/2018
20523,2039447501,2000-10-27,40.841401,-73.862616,10462,VIOLATION CLOSED,01/23/2014
20524,1018440033,2000-10-30,40.799742,-73.958803,10025,FIRST NO ACCESS TO RE- INSPECT VIOLATION,10/16/2018
20525,-2147483648,2000-11-02,40.676078,-73.961263,11238,VIOLATION CLOSED,10/10/2017
20526,-2147483648,2000-11-02,40.676078,-73.961263,11238,VIOLATION CLOSED,10/10/2017
4442,-2147483648,2000-11-21,40.743985,-73.906961,11377,VIOLATION DISMISSED,07/27/2015
20527,-2147483648,2000-11-27,40.640597,-73.9923,11219,VIOLATION CLOSED,06/26/2019
20528,-2147483648,2000-11-27,40.640597,-73.9923,11219,NOT COMPLIED WITH,06/26/2019
20529,-2147483648,2000-11-28,40.657428,-73.920114,11212,FIRST NO ACCESS TO RE- INSPECT VIOLATION,01/25/2012
8641,1010540053,2000-12-01,40.761152,-73.993138,10036,VIOLATION CLOSED,01/15/2014
8640,1010540053,2000-12-01,40.761152,-73.993138,10036,VIOLATION CLOSED,01/15/2014
4443,1018420040,2000-12-06,40.798897,-73.959985,10025,VIOLATION CLOSED,04/05/2013
20530,-2147483648,2000-12-11,40.686094,-73.973873,11217,NOV SENT OUT,07/03/2006
20532,-2147483648,2000-12-19,40.751247,-73.893098,11372,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/27/2001
20534,-2147483648,2000-12-21,40.629585,-73.949379,11210,FIRST NO ACCESS TO RE- INSPECT VIOLATION,09/22/2014
20533,1014170028,2000-12-21,40.762928,-73.962663,10065,VIOLATION CLOSED,03/10/2014
20535,-2147483648,2000-12-22,40.739096,-73.896755,11377,NOV SENT OUT,08/20/2009
20536,-2147483648,2000-12-22,40.739096,-73.896755,11377,NOV SENT OUT,08/20/2009
20541,-2147483648,2001-01-02,40.61552,-73.942748,11234,VIOLATION DISMISSED,07/27/2015
20537,-2147483648,2001-01-02,40.699967,-73.925823,11221,NOT COMPLIED WITH,06/29/2007
20538,2036437501,2001-01-03,40.822492,-73.860379,10473,NOV SENT OUT,08/04/2009
20539,2036437501,2001-01-03,40.822492,-73.860379,10473,NOV SENT OUT,08/04/2009
20540,2036437501,2001-01-03,40.822492,-73.860379,10473,NOV SENT OUT,08/04/2009
20542,-2147483648,2001-01-09,40.606611,-73.943073,11229,NOV SENT OUT,09/29/2009
20544,-2147483648,2001-01-10,40.745734,-73.898041,11377,VIOLATION CLOSED,07/28/2015
20543,1022217501,2001-01-11,40.863565,-73.923221,10034,NOV SENT OUT,01/16/2001
9613,2024010011,2001-01-12,40.820445,-73.916963,10455,VIOLATION CLOSED,06/15/2015
9612,2024010011,2001-01-12,40.820445,-73.916963,10455,VIOLATION CLOSED,06/15/2015
9611,2024010011,2001-01-12,40.820445,-73.916963,10455,VIOLATION CLOSED,06/15/2015
9610,2024010011,2001-01-12,40.820445,-73.916963,10455,VIOLATION CLOSED,06/15/2015
20546,-2147483648,2001-01-12,40.676221,-73.962917,11238,FIRST NO ACCESS TO RE- INSPECT VIOLATION,08/04/2010
20545,-2147483648,2001-01-14,40.632001,-73.910932,11236,NOV SENT OUT,08/04/2009
20547,1018430003,2001-01-16,40.800152,-73.962191,10025,VIOLATION CLOSED,06/11/2014
20548,1003100030,2001-01-17,40.715864,-73.989604,10002,VIOLATION CLOSED,08/02/2018
20549,1015400013,2001-01-19,40.783621,-73.94962,10128,FIRST NO ACCESS TO RE- INSPECT VIOLATION,02/22/2005
20550,-2147483648,2001-01-19,40.605501,-73.960526,11229,VIOLATION CLOSED,09/21/2017
20551,-2147483648,2001-01-19,40.605501,-73.960526,11229,VIOLATION CLOSED,09/21/2017
20552,-2147483648,2001-01-19,40.605501,-73.960526,11229,VIOLATION CLOSED,09/21/2017
20553,-2147483648,2001-01-19,40.68784,-73.91667,11221,NOV SENT OUT,01/23/2001
20554,-2147483648,2001-01-20,40.677484,-73.881633,11208,VIOLATION CLOSED,10/25/2016
20555,2051410120,2001-01-24,40.87079,-73.826883,10475,NOV SENT OUT,01/26/2001
20559,2026330004,2001-01-26,40.825895,-73.905773,10456,VIOLATION CLOSED,04/07/2017
20558,2026330004,2001-01-26,40.825895,-73.905773,10456,VIOLATION CLOSED,04/07/2017
20557,2026330004,2001-01-26,40.825895,-73.905773,10456,VIOLATION CLOSED,04/07/2017
21521,-2147483648,2001-01-29,40.668679,-73.929051,11213,FIRST NO ACCESS TO RE- INSPECT VIOLATION,05/21/2021
20561,2051410120,2001-01-30,40.87079,-73.826883,10475,NOV SENT OUT,02/01/2001
27065,2033080077,2001-02-01,40.872623,-73.883589,10458,VIOLATION CLOSED,04/24/2013
20562,2031270075,2001-02-04,40.843323,-73.880998,10460,VIOLATION CLOSED,07/15/2013
20563,2031270075,2001-02-04,40.843323,-73.880998,10460,VIOLATION CLOSED,07/15/2013
20564,1011230064,2001-02-07,40.77639,-73.979524,10023,VIOLATION CLOSED,02/03/2020
20566,1011230064,2001-02-07,40.77639,-73.979524,10023,VIOLATION DISMISSED,02/03/2020
20567,1011230064,2001-02-07,40.77639,-73.979524,10023,VIOLATION DISMISSED,02/03/2020
20565,1011230064,2001-02-07,40.77639,-73.979524,10023,VIOLATION CLOSED,02/03/2020
20568,-2147483648,2001-02-17,40.651688,-74.006098,11232,VIOLATION DISMISSED,07/27/2015
20569,-2147483648,2001-02-19,40.622978,-74.004665,11228,NOV SENT OUT,09/12/2007
20570,-2147483648,2001-02-21,40.683894,-73.835474,11417,NOV SENT OUT,02/23/2001
70,1014330039,2001-02-24,40.774012,-73.956678,10075,NOV SENT OUT,07/30/2009
4444,2028000053,2001-02-24,40.846731,-73.906257,10457,VIOLATION CLOSED,08/15/2019
20574,-2147483648,2001-03-07,40.699407,-73.929888,11206,NOV SENT OUT,08/30/2007
20573,-2147483648,2001-03-07,40.637698,-73.987468,11219,NOV SENT OUT,08/18/2009
20572,-2147483648,2001-03-07,40.637698,-73.987468,11219,NOV SENT OUT,08/18/2009
20575,-2147483648,2001-03-08,40.70107,-73.902274,11385,NOV SENT OUT,08/06/2009
20578,2038920001,2001-03-09,40.834476,-73.872254,10472,VIOLATION CLOSED,08/19/2015
20579,2038920001,2001-03-09,40.834476,-73.872254,10472,VIOLATION CLOSED,08/19/2015
20580,2028720326,2001-03-09,40.843761,-73.917498,10452,NOV SENT OUT,07/07/2005
20576,-2147483648,2001-03-10,40.648988,-74.007683,11220,NOV SENT OUT,06/06/2007
4445,-2147483648,2001-03-11,40.627341,-73.941099,11210,VIOLATION CLOSED,03/09/2018
20577,-2147483648,2001-03-11,40.627341,-73.941099,11210,VIOLATION CLOSED,03/09/2018
20581,1017280001,2001-03-12,40.811032,-73.943096,10037,VIOLATION CLOSED,02/26/2013
20585,1020340052,2001-03-16,40.824655,-73.938359,10039,VIOLATION CLOSED,02/28/2017
20586,1020340052,2001-03-16,40.824655,-73.938359,10039,VIOLATION CLOSED,02/28/2017
20587,1020340052,2001-03-16,40.824655,-73.938359,10039,VIOLATION CLOSED,02/28/2017
20588,1020340052,2001-03-16,40.824655,-73.938359,10039,VIOLATION CLOSED,02/28/2017
20584,-2147483648,2001-03-17,40.627695,-73.935396,11210,FIRST NO ACCESS TO RE- INSPECT VIOLATION,09/19/2002
20583,-2147483648,2001-03-17,40.627695,-73.935396,11210,FIRST NO ACCESS TO RE- INSPECT VIOLATION,09/19/2002
9755,-2147483648,2001-03-19,40.657933,-73.924381,11212,VIOLATION CLOSED,08/18/2017
4446,-2147483648,2001-03-19,40.657933,-73.924381,11212,VIOLATION CLOSED,08/18/2017
20589,-2147483648,2001-03-19,40.657933,-73.924381,11212,VIOLATION CLOSED,08/18/2017
4447,-2147483648,2001-03-27,40.665768,-73.985819,11215,VIOLATION CLOSED,12/01/2016
20590,-2147483648,2001-03-30,40.676477,-73.913184,11233,NOV SENT OUT,04/04/2001
20591,-2147483648,2001-04-03,40.678861,-73.886292,11207,NOV SENT OUT,07/30/2009
20592,2024480012,2001-04-09,40.830334,-73.916875,10456,VIOLATION CLOSED,01/04/2015
20593,2029620064,2001-04-10,40.831782,-73.898628,10459,VIOLATION CLOSED,01/31/2018
20594,-2147483648,2001-04-11,40.703679,-73.889323,11385,VIOLATION CLOSED,01/25/2018
20595,2050090059,2001-04-11,40.892827,-73.848401,10466,VIOLATION CLOSED,11/24/2017
20596,2050090059,2001-04-11,40.892827,-73.848401,10466,VIOLATION CLOSED,11/24/2017
20602,1015500001,2001-04-12,40.778643,-73.951169,10128,VIOLATION CLOSED,05/29/2014
20600,1015500001,2001-04-12,40.778643,-73.951169,10128,VIOLATION CLOSED,05/29/2014
20601,1015500001,2001-04-12,40.778643,-73.951169,10128,VIOLATION CLOSED,05/29/2014
20599,1015500001,2001-04-12,40.778643,-73.951169,10128,VIOLATION CLOSED,05/29/2014
20598,1015500001,2001-04-12,40.778643,-73.951169,10128,VIOLATION CLOSED,05/29/2014
20597,1015500001,2001-04-12,40.778643,-73.951169,10128,VIOLATION CLOSED,05/29/2014
20604,-2147483648,2001-04-16,40.685258,-73.828443,11419,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/19/2007
4448,2028000053,2001-04-17,40.846731,-73.906257,10457,VIOLATION CLOSED,08/15/2019
4449,2028000053,2001-04-17,40.846731,-73.906257,10457,VIOLATION CLOSED,08/15/2019
20605,2026740086,2001-04-19,40.81354,-73.904031,10455,VIOLATION CLOSED,11/26/2019
20607,-2147483648,2001-04-19,40.631417,-74.104858,10301,VIOLATION CLOSED,08/30/2016
20608,-2147483648,2001-04-19,40.631417,-74.104858,10301,VIOLATION CLOSED,08/30/2016
20609,-2147483648,2001-04-19,40.631417,-74.104858,10301,VIOLATION CLOSED,08/30/2016
20612,-2147483648,2001-04-20,40.692677,-73.74763,11412,VIOLATION CLOSED,07/10/2014
20610,-2147483648,2001-04-20,40.692677,-73.74763,11412,VIOLATION CLOSED,07/10/2014
20611,-2147483648,2001-04-20,40.692677,-73.74763,11412,VIOLATION CLOSED,07/10/2014
20613,-2147483648,2001-04-20,40.692677,-73.74763,11412,VIOLATION CLOSED,07/10/2014
20606,-2147483648,2001-04-22,40.660182,-73.939754,11203,DEFECT LETTER ISSUED,08/25/2011
20614,-2147483648,2001-04-25,40.599573,-73.764215,11691,VIOLATION CLOSED,10/18/2017
20615,-2147483648,2001-04-26,40.637674,-74.087141,10301,VIOLATION CLOSED,04/08/2014
20616,1008820050,2001-04-27,40.741199,-73.981433,10016,FIRST NO ACCESS TO RE- INSPECT VIOLATION,10/30/2007
6313,-2147483648,2001-04-28,40.662096,-73.91193,11212,VIOLATION CLOSED,11/01/2019
20619,-2147483648,2001-04-30,40.627341,-73.941099,11210,VIOLATION CLOSED,03/09/2018
20618,-2147483648,2001-04-30,40.627341,-73.941099,11210,VIOLATION CLOSED,03/09/2018
20617,-2147483648,2001-04-30,40.627341,-73.941099,11210,VIOLATION CLOSED,03/09/2018
27764,2024340001,2001-05-05,40.830178,-73.914566,10456,DEFECT LETTER ISSUED,04/11/2017
20626,-2147483648,2001-05-08,40.697671,-73.915194,11237,VIOLATION CLOSED,11/02/2017
20624,2050090059,2001-05-11,40.892827,-73.848401,10466,VIOLATION CLOSED,11/24/2017
20627,-2147483648,2001-05-13,40.634009,-73.991922,11219,CERTIFICATION POSTPONMENT DENIED,06/06/2001
20628,-2147483648,2001-05-13,40.634009,-73.991922,11219,CERTIFICATION POSTPONMENT DENIED,06/06/2001
20629,-2147483648,2001-05-17,40.668204,-73.950648,11225,FIRST NO ACCESS TO RE- INSPECT VIOLATION,02/09/2010
20630,-2147483648,2001-05-18,40.605501,-73.960526,11229,VIOLATION CLOSED,09/21/2017
20631,-2147483648,2001-05-19,40.686999,-73.77741,11434,NOV SENT OUT,05/23/2001
20632,-2147483648,2001-05-19,40.686999,-73.77741,11434,NOV SENT OUT,05/23/2001
8245,-2147483648,2001-05-25,40.622844,-74.144279,10302,NOV SENT OUT,08/25/2009
20633,-2147483648,2001-05-25,40.622844,-74.144279,10302,NOV SENT OUT,08/25/2009
20634,2028770451,2001-05-31,40.851403,-73.918518,10453,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/12/2007
20635,-2147483648,2001-06-05,40.663026,-73.894937,11207,VIOLATION CLOSED,08/21/2015
20636,-2147483648,2001-06-08,40.640714,-74.081437,10301,VIOLATION CLOSED,06/10/2015
17785,-2147483648,2001-06-13,40.712198,-73.768456,11423,VIOLATION CLOSED,05/03/2016
17784,-2147483648,2001-06-13,40.712198,-73.768456,11423,VIOLATION CLOSED,05/03/2016
20637,2029550005,2001-06-15,40.843439,-73.88982,10457,VIOLATION CLOSED,04/04/2019
20639,-2147483648,2001-06-21,40.660381,-73.923387,11212,NOV SENT OUT,08/28/2007
20640,-2147483648,2001-06-21,40.65221,-73.928204,11203,NOV SENT OUT,05/15/2019
20641,2044460047,2001-06-22,40.863992,-73.85967,10469,NOT COMPLIED WITH,07/12/2022
9614,2033040010,2001-06-22,40.866405,-73.894114,10458,VIOLATION CLOSED,06/19/2015
20644,-2147483648,2001-06-26,40.681075,-73.930221,11233,VIOLATION CLOSED,04/04/2014
20642,1021080035,2001-06-26,40.832989,-73.940418,10032,VIOLATION CLOSED,10/02/2012
229,-2147483648,2001-06-28,40.636784,-74.084545,10301,NOV SENT OUT,07/03/2006
20647,1018337501,2001-07-06,40.79348,-73.965673,10025,NOV SENT OUT,07/11/2001
20646,-2147483648,2001-07-08,40.65221,-73.928204,11203,NOV SENT OUT,05/15/2019
20649,-2147483648,2001-07-11,40.578403,-73.965981,11235,DEFECT LETTER ISSUED,07/31/2007
20651,-2147483648,2001-07-11,40.578403,-73.965981,11235,DEFECT LETTER ISSUED,07/05/2013
5914,1014520049,2001-07-11,40.772557,-73.955614,10075,FIRST NO ACCESS TO RE- INSPECT VIOLATION,10/06/2022
20648,-2147483648,2001-07-11,40.578403,-73.965981,11235,DEFECT LETTER ISSUED,07/31/2007
20650,-2147483648,2001-07-11,40.578403,-73.965981,11235,DEFECT LETTER ISSUED,07/05/2013
20652,-2147483648,2001-07-12,40.703314,-73.762388,11412,VIOLATION CLOSED,08/22/2022
9669,-2147483648,2001-07-12,40.713,-73.961317,11211,DEFECT LETTER ISSUED,11/10/2021
9548,2026170014,2001-07-13,40.816938,-73.911555,10455,VIOLATION CLOSED,11/19/2013
20655,1019930082,2001-07-25,40.814322,-73.9593,10027,VIOLATION CLOSED,10/25/2013
20656,1021590029,2001-07-26,40.852223,-73.928982,10033,VIOLATION CLOSED,10/24/2012
20657,-2147483648,2001-07-30,40.613761,-73.996622,11204,FIRST NO ACCESS TO RE- INSPECT VIOLATION,10/18/2007
4451,-2147483648,2001-07-31,40.657933,-73.924381,11212,VIOLATION CLOSED,08/18/2017
20658,-2147483648,2001-07-31,40.657933,-73.924381,11212,VIOLATION CLOSED,08/18/2017
4450,-2147483648,2001-07-31,40.657933,-73.924381,11212,VIOLATION CLOSED,08/18/2017
20659,1017240006,2001-08-01,40.807997,-73.943897,10027,VIOLATION CLOSED,08/02/2019
20660,-2147483648,2001-08-02,40.698143,-73.927303,11221,FIRST NO ACCESS TO RE- INSPECT VIOLATION,09/27/2001
20661,-2147483648,2001-08-02,40.698143,-73.927303,11221,FIRST NO ACCESS TO RE- INSPECT VIOLATION,01/10/2008
20662,2033430260,2001-08-03,40.879594,-73.877961,10467,VIOLATION CLOSED,02/20/2019
20664,2039447501,2001-08-10,40.839866,-73.857708,10462,VIOLATION DISMISSED,04/20/2020
20663,-2147483648,2001-08-11,40.642057,-74.002713,11220,NOV SENT OUT,01/13/2010
20665,-2147483648,2001-08-13,40.773497,-73.903905,11105,VIOLATION CLOSED,07/25/2017
4452,-2147483648,2001-08-14,40.641104,-73.971985,11218,VIOLATION CLOSED,05/21/2014
20667,-2147483648,2001-08-18,40.644499,-73.946673,11226,VIOLATION DISMISSED,04/05/2019
20666,-2147483648,2001-08-18,40.676187,-73.951456,11216,SECOND NO ACCESS TO RE-INSPECT VIOLATION,03/23/2012
20668,-2147483648,2001-08-20,40.701106,-73.896508,11385,DEFECT LETTER ISSUED,04/26/2002
20669,-2147483648,2001-08-21,40.64137,-73.962515,11226,VIOLATION CLOSED,08/30/2016
20670,-2147483648,2001-08-22,40.64137,-73.962515,11226,VIOLATION CLOSED,08/30/2016
25985,1011470024,2001-08-26,40.779661,-73.978047,10023,VIOLATION DISMISSED,02/23/2023
20677,-2147483648,2001-08-27,40.68846,-73.916302,11221,NOV SENT OUT,07/23/2003
9916,2029680012,2001-08-27,40.829714,-73.89746,10459,VIOLATION CLOSED,08/11/2013
20680,2032530032,2001-09-14,40.871573,-73.903546,10463,NOV SENT OUT,08/13/2009
8025,-2147483648,2001-09-16,40.645842,-74.005953,11220,VIOLATION CLOSED,03/04/2022
20681,2024210036,2001-09-19,40.825031,-73.916571,10451,VIOLATION CLOSED,08/09/2013
10983,2024530007,2001-09-19,40.834886,-73.915897,10456,VIOLATION CLOSED,12/24/2016
26575,2043440019,2001-09-19,40.858483,-73.866554,10467,VIOLATION DISMISSED,09/23/2022
20683,-2147483648,2001-09-20,40.665095,-73.894141,11207,NOV SENT OUT,07/30/2009
20684,-2147483648,2001-09-24,40.653722,-73.931806,11203,NOT COMPLIED WITH,06/29/2007
20690,-2147483648,2001-09-25,40.578611,-74.080278,10305,NOV SENT OUT,10/14/2009
20689,-2147483648,2001-09-25,40.578611,-74.080278,10305,NOV SENT OUT,10/14/2009
20691,-2147483648,2001-09-25,40.703414,-73.90587,11385,FIRST NO ACCESS TO RE- INSPECT VIOLATION,08/19/2013
20686,-2147483648,2001-09-26,40.67172,-73.892869,11207,NOV SENT OUT,09/28/2001
7463,1018020039,2001-09-26,40.803097,-73.932328,10035,VIOLATION CLOSED,12/12/2013
20688,2031520018,2001-09-27,40.859579,-73.897031,10458,VIOLATION CLOSED,06/26/2013
20687,-2147483648,2001-09-27,40.644499,-73.946673,11226,VIOLATION DISMISSED,04/05/2019
20692,-2147483648,2001-09-28,40.681274,-73.91542,11233,VIOLATION CLOSED,08/04/2014
20693,2046630006,2001-10-02,40.880814,-73.864354,10467,VIOLATION DISMISSED,07/27/2015
20694,-2147483648,2001-10-03,40.708047,-73.893427,11385,DEFECT LETTER ISSUED,08/16/2017
20695,-2147483648,2001-10-04,40.628511,-73.972703,11230,FIRST NO ACCESS TO RE- INSPECT VIOLATION,08/14/2002
20696,-2147483648,2001-10-07,40.673076,-73.94395,11213,VIOLATION CLOSED,10/04/2012
20701,2032870077,2001-10-10,40.865572,-73.889624,10458,VIOLATION CLOSED,05/03/2015
20700,2032870077,2001-10-10,40.865572,-73.889624,10458,VIOLATION CLOSED,05/03/2015
20697,-2147483648,2001-10-10,40.593364,-73.994793,11214,VIOLATION CLOSED,04/22/2019
20698,2039900002,2001-10-10,40.838058,-73.851583,10462,NOV SENT OUT,08/13/2009
4453,2047170038,2001-10-10,40.8795,-73.849346,10469,VIOLATION DISMISSED,01/09/2017
20699,-2147483648,2001-10-11,40.67319,-73.954148,11216,VIOLATION CLOSED,07/24/2015
5806,2039447501,2001-10-14,40.840487,-73.862738,10462,NOV CERTIFIED LATE,08/16/2005
5805,2039447501,2001-10-14,40.840487,-73.862738,10462,NOV CERTIFIED LATE,08/16/2005
5807,2039447501,2001-10-14,40.840487,-73.862738,10462,NOV CERTIFIED LATE,08/16/2005
20702,-2147483648,2001-10-15,40.633265,-73.932847,11234,NOV CERTIFIED LATE,09/03/2009
20704,-2147483648,2001-10-16,40.663257,-73.98906,11215,VIOLATION CLOSED,09/07/2017
20703,-2147483648,2001-10-16,40.586253,-73.807124,11693,VIOLATION DISMISSED,07/27/2015
20705,2039447501,2001-10-17,40.841452,-73.862183,10462,NOV CERTIFIED LATE,11/05/2007
20706,2028770451,2001-10-18,40.851403,-73.918518,10453,NOV SENT OUT,10/23/2001
20708,-2147483648,2001-10-19,40.740571,-73.854099,11368,FIRST NO ACCESS TO RE- INSPECT VIOLATION,03/27/2008
20707,-2147483648,2001-10-19,40.740571,-73.854099,11368,FIRST NO ACCESS TO RE- INSPECT VIOLATION,03/27/2008
20709,-2147483648,2001-10-22,40.702487,-73.78112,11433,NOV SENT OUT,06/06/2007
4454,-2147483648,2001-10-23,40.645624,-73.954041,11226,VIOLATION DISMISSED,07/27/2015
10677,-2147483648,2001-10-24,40.700086,-73.812626,11435,VIOLATION CLOSED,04/11/2022
20711,-2147483648,2001-10-24,40.642107,-73.951539,11226,VIOLATION CLOSED,08/26/2016
6296,2039447501,2001-10-26,40.842033,-73.857067,10462,NOV CERTIFIED LATE,12/13/2001
20712,2028770451,2001-10-26,40.851403,-73.918518,10453,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/12/2007
20714,-2147483648,2001-10-30,40.57296,-74.09071,10306,NOV SENT OUT,08/25/2009
20713,2027840048,2001-10-30,40.839248,-73.909556,10457,NOV SENT OUT,08/13/2007
20716,-2147483648,2001-11-02,40.633265,-73.932847,11234,NOV CERTIFIED LATE,09/03/2009
20715,2028770451,2001-11-02,40.851403,-73.918518,10453,NOV SENT OUT,11/05/2001
20717,-2147483648,2001-11-05,40.602174,-73.75077,11691,VIOLATION CLOSED,10/25/2018
9237,1015830015,2001-11-14,40.775377,-73.945795,10028,VIOLATION CLOSED,05/23/2018
4455,-2147483648,2001-11-18,40.745979,-73.915276,11104,VIOLATION DISMISSED,07/27/2015
20720,-2147483648,2001-11-23,40.677375,-73.944808,11216,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/23/2012
20722,-2147483648,2001-11-28,40.678323,-73.911779,11233,VIOLATION CLOSED,02/05/2018
20725,-2147483648,2001-11-30,40.593372,-74.068644,10305,NOV SENT OUT,08/06/2009
20726,2039447501,2001-12-06,40.841971,-73.857631,10462,VIOLATION DISMISSED,04/22/2020
27636,-2147483648,2001-12-10,40.668534,-73.976237,11215,VIOLATION DISMISSED,01/24/2023
20727,2050210067,2001-12-11,40.894636,-73.842446,10466,NOV SENT OUT,08/04/2009
20728,1014910060,2001-12-12,40.777285,-73.962323,10075,VIOLATION CLOSED,08/04/2017
20729,2040260024,2001-12-12,40.842669,-73.86539,10462,VIOLATION CLOSED,05/21/2013
11177,2046830054,2001-12-13,40.877602,-73.858908,10469,VIOLATION DISMISSED,10/07/2019
20730,-2147483648,2001-12-16,40.672862,-73.867455,11208,NOV SENT OUT,08/18/2009
27344,1019580043,2001-12-18,40.815009,-73.949014,10027,VIOLATION CLOSED,03/20/2023
5089,1019580043,2001-12-18,40.815009,-73.949014,10027,VIOLATION CLOSED,03/20/2023
4456,-2147483648,2002-01-03,40.668764,-73.899377,11207,VIOLATION CLOSED,04/04/2017
20732,2029270120,2002-01-09,40.836618,-73.901291,10456,NOV SENT OUT,08/13/2009
20731,-2147483648,2002-01-09,40.727758,-73.860819,11374,VIOLATION CLOSED,11/24/2019
20736,-2147483648,2002-01-10,40.660276,-73.891921,11207,VIOLATION CLOSED,07/14/2015
20733,1019580022,2002-01-10,40.814389,-73.948101,10027,VIOLATION CLOSED,02/08/2019
20735,-2147483648,2002-01-10,40.644499,-73.946673,11226,FIRST NO ACCESS TO RE- INSPECT VIOLATION,04/05/2019
20734,2042530073,2002-01-11,40.849082,-73.868753,10462,VIOLATION CLOSED,06/12/2013
1745,2045970021,2002-01-14,40.872255,-73.866129,10467,VIOLATION CLOSED,09/25/2013
1746,2045970021,2002-01-14,40.872255,-73.866129,10467,VIOLATION CLOSED,09/25/2013
1747,2045970021,2002-01-14,40.872255,-73.866129,10467,VIOLATION CLOSED,09/25/2013
20737,1021440045,2002-01-17,40.846825,-73.935562,10033,VIOLATION CLOSED,10/11/2013
20738,-2147483648,2002-01-24,40.613251,-73.997364,11214,NOV SENT OUT,07/30/2009
20739,-2147483648,2002-01-28,40.679312,-73.912942,11233,VIOLATION DISMISSED,07/27/2015
20741,2028330014,2002-01-30,40.84021,-73.91417,10452,DEFECT LETTER ISSUED,03/28/2019
20742,2024320005,2002-02-01,40.828775,-73.916681,10456,VIOLATION CLOSED,04/11/2016
5418,-2147483648,2002-02-08,40.638993,-74.171244,10303,FIRST NO ACCESS TO RE- INSPECT VIOLATION,12/02/2020
20743,-2147483648,2002-02-08,40.713278,-73.912281,11385,NOV SENT OUT,07/30/2009
20747,1020750046,2002-02-14,40.824975,-73.949104,10031,NOT COMPLIED WITH,03/19/2002
20744,-2147483648,2002-02-14,40.664078,-73.943265,11225,NOV SENT OUT,02/19/2002
4457,-2147483648,2002-02-15,40.649834,-73.934783,11203,VIOLATION CLOSED,11/21/2017
20745,-2147483648,2002-02-16,40.65365,-73.941205,11203,VIOLATION CLOSED,11/21/2014
4458,-2147483648,2002-02-17,40.650817,-73.926385,11203,VIOLATION CLOSED,06/09/2014
20746,-2147483648,2002-02-17,40.604202,-73.96904,11223,VIOLATION CLOSED,12/13/2019
7955,-2147483648,2002-02-24,40.653624,-73.958537,11226,VIOLATION CLOSED,06/04/2013
20749,-2147483648,2002-02-25,40.677083,-73.955641,11238,NOV SENT OUT,08/06/2003
20748,-2147483648,2002-02-25,40.630042,-73.980823,11204,FIRST NO ACCESS TO RE- INSPECT VIOLATION,04/26/2002
9570,2029990040,2002-02-26,40.830268,-73.887804,10459,NOV SENT OUT,07/03/2006
5210,-2147483648,2002-02-27,40.679713,-73.951144,11216,VIOLATION CLOSED,02/17/2021
5208,-2147483648,2002-02-27,40.679713,-73.951144,11216,VIOLATION CLOSED,02/17/2021
5207,-2147483648,2002-02-27,40.679713,-73.951144,11216,VIOLATION CLOSED,02/17/2021
5206,-2147483648,2002-02-27,40.679713,-73.951144,11216,VIOLATION CLOSED,02/17/2021
5211,-2147483648,2002-02-27,40.679713,-73.951144,11216,VIOLATION CLOSED,02/17/2021
5209,-2147483648,2002-02-27,40.679713,-73.951144,11216,VIOLATION CLOSED,02/17/2021
20757,-2147483648,2002-02-28,40.689318,-73.870654,11208,NOV SENT OUT,07/30/2009
20755,-2147483648,2002-02-28,40.689318,-73.870654,11208,NOV SENT OUT,07/30/2009
20754,-2147483648,2002-02-28,40.689318,-73.870654,11208,NOV SENT OUT,07/30/2009
20756,-2147483648,2002-02-28,40.689318,-73.870654,11208,NOV SENT OUT,07/30/2009
20753,-2147483648,2002-02-28,40.689318,-73.870654,11208,NOV SENT OUT,07/30/2009
20752,-2147483648,2002-02-28,40.689318,-73.870654,11208,NOV SENT OUT,07/30/2009
20751,-2147483648,2002-02-28,40.689318,-73.870654,11208,NOV SENT OUT,07/30/2009
20750,-2147483648,2002-02-28,40.689318,-73.870654,11208,NOV SENT OUT,07/30/2009
20758,-2147483648,2002-03-04,40.689959,-73.913393,11221,VIOLATION CLOSED,07/21/2016
20759,-2147483648,2002-03-05,40.672643,-73.935388,11213,NOV SENT OUT,08/13/2009
24881,-2147483648,2002-03-12,40.749509,-73.879542,11372,VIOLATION CLOSED,08/24/2022
4459,-2147483648,2002-03-12,40.749509,-73.879542,11372,VIOLATION CLOSED,12/03/2013
20760,2027610042,2002-03-12,40.819338,-73.887775,10474,NOV SENT OUT,08/04/2009
4460,-2147483648,2002-03-13,40.637674,-74.087141,10301,VIOLATION CLOSED,04/08/2014
20761,-2147483648,2002-03-14,40.639889,-73.893428,11236,NOV SENT OUT,08/13/2009
20762,-2147483648,2002-03-14,40.639889,-73.893428,11236,NOV SENT OUT,08/13/2009
20763,-2147483648,2002-03-14,40.639889,-73.893428,11236,NOV SENT OUT,08/13/2009
20764,-2147483648,2002-03-23,40.693006,-73.950128,11206,FIRST NO ACCESS TO RE- INSPECT VIOLATION,07/13/2010
